basepk,topic,category,procedural_score,error_x,error_y
2604929,federal housing land assembly in Mount Pearl,Social Policy,0.0,,
2604976,order of business and government legislation,Parliamentary Procedure,0.75,,
2604989,amendments to life insurance taxation act,Taxation,0.0,,
2604996,amendments to Bill C-191 concerning taxation,Taxation,0.25,,
2605003,amendments to life insurance business definition,Taxation,0.0,,
2605006,amendments to Income Tax Act for insurers,Taxation,0.0,,
2605015,medical expense tax deductions,Taxation,0.0,,
2605057,Export Development Corporation bill amendment,Trade & Foreign Affairs,0.0,,
2605060,Export Development Corporation financial facilities,Trade & Foreign Affairs,0.25,,
2605063,Export Development Corporation amendments,Trade & Foreign Affairs,0.25,,
2605072,Export Development Corporation and secondary industry,Trade & Foreign Affairs,0.25,,
2605079,oil and gas production in Yukon and NWT,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605086,oil and gas board membership flexibility,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605094,oil and gas production and conservation in the north,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2605101,oil and gas conservation committee,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605107,adjournment proceedings and order of business,Parliamentary Procedure,1.0,,
2605148,oil and gas committee conflict of interest,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605159,oil and gas production conflict of interest,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605183,oil and gas production in territories,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605185,conflict of interest legislation,Government & Electoral Affairs,0.5,,
2605187,conflict of interest in oil and gas legislation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605189,conflict of interest in oil and gas shares,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605202,conflict of interest for board members,Government & Electoral Affairs,0.0,,
2605217,Yukon and NWT oil and gas committee quorum,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605219,quorum for oil and gas committee,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605220,location of oil and gas conservation board,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
2605233,point of order on bill scope,Parliamentary Procedure,0.75,,
2605238,oil and gas production and conservation in territories,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2605239,Telesat Canada Act report stage amendment,Government & Electoral Affairs,0.25,,
2605240,ruling on relevance of amendment,Parliamentary Procedure,1.0,,
2605248,combining amendments on Crown corporation status,Government & Electoral Affairs,0.75,,
2605249,Telesat Canada corporation status,Government & Electoral Affairs,0.5,,
2605272,consumer resistance to high prices,Economy & Public Finance,0.1,,
2605282,Canada Pension Plan exemption for Mennonites,Social Policy,0.25,,
2605288,ministerial meeting with Indian Rights Committee,"Justice, Rights & Immigration",0.25,,
2605369,conflicts of interest study,Government & Electoral Affairs,0.0,,
2605372,Investment Companies bill amendments,Economy & Public Finance,0.25,,
2605444,Telesat Canada Act satellite objectives,Government & Electoral Affairs,0.25,,
2605500,industrial incentives in slow growth areas,Economy & Public Finance,0.0,,
2605502,Regional Development Incentives Act,Economy & Public Finance,0.25,,
2605530,parliamentary privileges and press freedom,Parliamentary Procedure,0.5,,
2605532,parliamentary privilege and press commentary,Parliamentary Procedure,0.75,,
2605545,income tax regulations for life insurance,Taxation,0.0,,
2605548,Indian and Eskimo employment in government,Social Policy,0.0,,
2605563,government capital market policy,Economy & Public Finance,0.0,,
2605569,provincial appeals for social assistance,Social Policy,0.0,,
2605571,Canada's relations with Greece and Portugal,Trade & Foreign Affairs,0.0,,
2605583,Chief Science Adviser role and reporting structure,Government & Electoral Affairs,0.0,,
2605600,review of regional development plan,Economy & Public Finance,0.0,,
2605623,premiers conference delegation composition,Constitutional & Intergovernmental Relations,0.25,,
2605734,river bank protection work in Winnipeg,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2605774,ruling on question of privilege,Parliamentary Procedure,0.75,,
2605848,old age pensions and family allowances,Social Policy,0.25,,
2605849,review of social welfare legislation,Social Policy,0.0,,
2605852,employment of Canadian scholars in universities,Social Policy,0.1,,
2605855,regional economic disparities in northern Ontario,Economy & Public Finance,0.25,,
2605862,impact of US prime lending rate increase on Canadian banks,Economy & Public Finance,0.0,,
2606067,inflation and government fiscal policy,Economy & Public Finance,0.25,,
2606069,family allowances and old age pensions,Social Policy,0.0,,
2606074,inflation and taxation policy,Economy & Public Finance,0.25,,
2606076,government anti-inflation policy and tax increases,Economy & Public Finance,0.25,,
2606080,inflation and fiscal policy,Economy & Public Finance,0.25,,
2606082,tariff cuts and Canadian industry restructuring,Trade & Foreign Affairs,0.25,,
2606168,Canadian foreign aid allocations,Trade & Foreign Affairs,0.0,,
2606174,Eldorado Nuclear Limited annual report,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2606177,western wheat production and disposition statistics,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2606180,Irish moss harvesting and processing,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2606189,salaries for public service positions,Government & Electoral Affairs,0.0,,
2606192,Montreal Autostad lease and costs,Government & Electoral Affairs,0.0,,
2606207,housing project funding and tenant selection,Social Policy,0.0,,
2606219,civilian employment assistance program for military personnel,Defence & National Security,0.0,,
2606222,aircrew officers stationed in the United States,Defence & National Security,0.0,,
2606228,rental rates for Canadian Forces married quarters,Defence & National Security,0.0,,
2606270,release of foreign agreements,Trade & Foreign Affairs,0.5,,
2606279,Okanagan River Basin water diversion agreement,Trade & Foreign Affairs,0.25,,
2606322,International Control Commissions reports on Indochina,Trade & Foreign Affairs,0.25,,
2606330,Canada-US anti-ballistic missile system discussions,Defence & National Security,0.25,,
2606338,public constitutional conference proceedings,Constitutional & Intergovernmental Relations,0.25,,
2606345,chartered bank prime rate increases,Economy & Public Finance,0.0,,
2606382,Nigerian air defence and relief flights,Defence & National Security,0.0,,
2606430,budgetary measures and customs tariff changes,Taxation,0.25,,
2606468,northern Canada housing and regional disparity,Economy & Public Finance,0.0,,
2606471,housing and small business financing in the north,Economy & Public Finance,0.0,,
2606477,order of business for sitting hours,Parliamentary Procedure,0.75,,
2606479,private members bills and private members day,Parliamentary Procedure,0.75,,
2606486,review of Canada Elections Act,Government & Electoral Affairs,0.25,,
2606488,referral of Canada Elections Act to committee,Government & Electoral Affairs,0.25,,
2606577,surveillance of price fixing,"Justice, Rights & Immigration",0.25,,
2606638,order of business,Parliamentary Procedure,0.75,,
2606661,government budgetary position and monetary action,Economy & Public Finance,0.25,,
2606678,Senate messages on bills,Parliamentary Procedure,0.75,,
2606740,parliamentary procedure on voting,Parliamentary Procedure,0.75,,
2606745,constitutional conference on distribution of powers,Constitutional & Intergovernmental Relations,0.25,,
2606746,federal-provincial tax sharing and responsibilities,Constitutional & Intergovernmental Relations,0.25,,
2606773,parliamentary committee scope,Parliamentary Procedure,0.25,,
2606783,federal conditional grants to provinces,Constitutional & Intergovernmental Relations,0.25,,
2606936,Telesat Canada Act ownership structure,Government & Electoral Affairs,0.25,,
2606947,hours of sitting and business of supply,Parliamentary Procedure,0.75,,
2606959,Telesat Canada satellite launching agreement,Government & Electoral Affairs,0.1,,
2606966,Telesat Canada patent rights and licensing,Government & Electoral Affairs,0.0,,
2606990,order of business for private members' hour,Parliamentary Procedure,0.75,,
2607031,interest rate ceilings on residential mortgages,Economy & Public Finance,0.25,,
2607041,National Housing Act amendments,Social Policy,0.0,,
2607043,National Housing Act land acquisition and servicing,Social Policy,0.0,,
2607071,order of business for Atlantic region transportation bill,Parliamentary Procedure,0.75,,
2607075,tribute to Earl Alexander of Tunis,Defence & National Security,0.25,,
2607084,bilingual personnel for national museums,Government & Electoral Affairs,0.0,,
2607093,adjustment assistance for manufacturers,Trade & Foreign Affairs,0.0,,
2607099,Charlottetown Airport Commissionaires staffing,Government & Electoral Affairs,0.1,,
2607105,research in solid products pipeline transport,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607113,Canadian assistance to francophone African countries,Trade & Foreign Affairs,0.0,,
2607116,helicopter services and air transport regulation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607119,Canadian National Railways passenger services,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607129,instrument landing system at Charlottetown airport,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607150,Jordaens Exhibit budget and attendance,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607177,Marine Industries Limited job opportunities for Vickers workers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607186,Canada's accession to refugee conventions,"Justice, Rights & Immigration",0.0,,
2607199,artificial sweeteners and cyclamates regulation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607227,drug claims substantiation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607279,constitutional amendment for tax fields,Constitutional & Intergovernmental Relations,0.0,,
2607337,beef prices and rent control,Economy & Public Finance,0.25,,
2607339,inflation and cost of living,Economy & Public Finance,0.1,,
2607349,government anti-inflation policy,Economy & Public Finance,0.0,,
2607354,Department of Consumer and Corporate Affairs price policy,Economy & Public Finance,0.25,,
2607437,opposition criticism of government policy,Parliamentary Procedure,0.75,,
2607441,farmer prices vs retail prices,Economy & Public Finance,0.0,,
2607443,consumer prices and producer costs,Economy & Public Finance,0.25,,
2607449,beef cattle population decline,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607451,beef production and consumer prices,Economy & Public Finance,0.0,,
2607459,farm value as percentage of retail food prices,Economy & Public Finance,0.0,,
2607476,order of business for National Housing Act,Parliamentary Procedure,0.75,,
2607483,noise pollution control,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607486,Wood Buffalo Park land and road issues,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607489,experimental abbreviated order paper,Parliamentary Procedure,0.75,,
2607494,amendment procedure on money provisions,Parliamentary Procedure,0.75,,
2607510,amendment to fisheries improvement loans act,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
2607517,amendment to loan bill procedural irregularity,Parliamentary Procedure,0.75,,
2607524,ruling on amendments to Fisheries Improvement Loans Act,Parliamentary Procedure,0.75,,
2607528,amendment to Fisheries Improvement Loans Act title,Parliamentary Procedure,0.75,,
2607547,Fisheries Improvement Loans Act amendments,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607549,fisheries improvement loans and refinancing,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2607563,Atlantic regional freight rate assistance extension,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607586,road and motor vehicle traffic safety,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607789,aid to western farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607791,wheat prices and sales policy,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2607798,western farmer aid,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607801,aid for western farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607803,farm income assistance and acreage payments,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607808,aid for western farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607814,resignation of minister of agriculture,Government & Electoral Affairs,0.75,,
2607822,western farmers and damp grain situation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607826,western grain producers' assistance,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607828,western grain marketing and farm income,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607830,government program evaluation and market expansion,Economy & Public Finance,0.25,,
2607838,cash advances on farm stored grain,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607842,farm assistance programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607846,farm credit and wheat board programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607852,aid for western farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607859,minister's performance on western farmers' issues,Government & Electoral Affairs,0.5,,
2607861,minister's approach to agricultural problems,Government & Electoral Affairs,0.25,,
2607863,government inaction on farm policy,Government & Electoral Affairs,0.25,,
2607867,wheat sales to other countries,Trade & Foreign Affairs,0.0,,
2607869,western farmers' grain marketing crisis,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2607939,western farmers' wheat quotas and grain prices,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607942,western Canada agricultural program,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607944,western farmer income and wheat marketing,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607948,grain drying and advance quotas,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2607950,Canadian wheat exports and food aid,Trade & Foreign Affairs,0.25,,
2607954,Canadian Wheat Board and Kennedy round negotiations,Trade & Foreign Affairs,0.25,,
2607969,opposition inconsistency on policy,Parliamentary Procedure,0.75,,
2607973,world wheat trade situation,Trade & Foreign Affairs,0.0,,
2607977,Canadian wheat exports and the I.G.A,Trade & Foreign Affairs,0.25,,
2607981,parliamentary business and schedule,Parliamentary Procedure,0.75,,
2607987,sea lamprey control program funding,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2607990,air service safety regulations,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608005,civil service salaries and employee-population ratios,Government & Electoral Affairs,0.0,,
2608011,federal contributions to Saskatchewan mine access roads,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608020,student summer employment program,Social Policy,0.0,,
2608038,CBC television transmitter construction costs,Government & Electoral Affairs,0.0,,
2608047,seed potato missions and trade,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608062,window cleaning contract at CFB Kingston,Government & Electoral Affairs,0.0,,
2608128,defence industry productivity program cost-benefit analysis,Defence & National Security,0.25,,
2608133,exchange of letters on capital flow,Economy & Public Finance,0.5,,
2608173,St. Jean Baptiste Day celebrations,Government & Electoral Affairs,0.25,,
2608234,National Arts Centre box office success,Government & Electoral Affairs,0.0,,
2608260,Dr. Solandt's appearance before Canadian Transport Commission,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608374,deferring votes on amendments,Parliamentary Procedure,0.75,,
2608377,consideration of amendments to Criminal Code,"Justice, Rights & Immigration",0.75,,
2608379,committee report on bill,Parliamentary Procedure,0.5,,
2608382,representation on advisory board,Government & Electoral Affairs,0.5,,
2608387,official languages advisory board representation,Government & Electoral Affairs,0.25,,
2608393,appointment of officials for official languages act,Government & Electoral Affairs,0.25,,
2608395,provincial representation on advisory board,Government & Electoral Affairs,0.25,,
2608423,bilingual districts advisory board appointments,Government & Electoral Affairs,0.25,,
2608425,bilingual districts boundaries,Government & Electoral Affairs,0.0,,
2608427,census divisions and bilingual districts,Government & Electoral Affairs,0.0,,
2608479,principles of natural justice in legislation,"Justice, Rights & Immigration",0.25,,
2608501,commissioner taking evidence admissibility,"Justice, Rights & Immigration",0.25,,
2608505,qualifications for commissioner role,"Justice, Rights & Immigration",0.25,,
2608511,powers of the official languages commissioner,Government & Electoral Affairs,0.25,,
2608515,procedure for official inquiries and reports,Government & Electoral Affairs,0.5,,
2608522,powers of the Commissioner of Official Languages,Government & Electoral Affairs,0.25,,
2608532,powers of the official languages commissioner,Government & Electoral Affairs,0.25,,
2608553,powers of the linguistic ombudsman,Government & Electoral Affairs,0.0,,
2608555,opportunity to answer adverse allegations,"Justice, Rights & Immigration",0.0,,
2608557,powers and functions of official languages commissioner,Government & Electoral Affairs,0.25,,
2608561,commissioner's powers to compel witness testimony,Government & Electoral Affairs,0.0,,
2608563,Official Languages Act investigation procedures,Government & Electoral Affairs,0.25,,
2608568,powers of commissioner under bill,Government & Electoral Affairs,0.25,,
2608570,commissioner's hearing notice and opportunity to be heard,Government & Electoral Affairs,0.0,,
2608574,private administrative inquiries and reputation protection,"Justice, Rights & Immigration",0.25,,
2608577,official languages commissioner's duties,Government & Electoral Affairs,0.0,,
2608579,privacy protection in institutional assessment,Government & Electoral Affairs,0.0,,
2608634,Atlantic provinces freight rate freeze,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608650,Atlantic freight rates and transportation policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608652,trucking subsidies and rail freight rates,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608662,Atlantic Regional Freight Assistance Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608668,Atlantic provinces subsidy flexibility,Constitutional & Intergovernmental Relations,0.25,,
2608671,Atlantic provinces outbound freight subsidy,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608682,Atlantic Regional Freight Assistance Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608684,Botwood freight service subsidy review,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608688,aid to Labrador,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608690,freight assistance for Labrador,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608706,railway freight tariffs and shipping,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608709,trucker subsidies and M.F.R.A,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608722,question of privilege on minister's statement,Parliamentary Procedure,0.75,,
2608725,newspaper article speculation,Parliamentary Procedure,0.25,,
2608736,uranium export policy and safeguards,Trade & Foreign Affairs,0.0,,
2608755,representation at St. Jean Baptiste Day celebrations,Trade & Foreign Affairs,0.25,,
2608759,ambassador invitations to federal exclusion,Trade & Foreign Affairs,0.25,,
2608770,federal-provincial education grants,Social Policy,0.25,,
2608868,lumber prices and production,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608934,Indian Affairs and Northern Development estimates,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2608936,consultations on native people's rights,"Justice, Rights & Immigration",0.25,,
2608939,ministerial consultation with indigenous representatives,"Justice, Rights & Immigration",0.25,,
2608954,adjournment proceedings,Parliamentary Procedure,0.75,,
2608959,Indian Affairs and Northern Development,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2608963,consultation on northern development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608992,Indian affairs and northern development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2608994,new indian policy consultations,"Justice, Rights & Immigration",0.0,,
2608998,new Indian policy and territorial waters,"Justice, Rights & Immigration",0.25,,
2609003,establishment of new national parks,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609005,national parks in Ontario and Northwest Territories,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609009,Northwest Territories and Yukon policy statement,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609023,increase pensions for retired C.N.R. employees,Social Policy,0.1,,
2609024,old age pensions and fishermen's pensions,Social Policy,0.25,,
2609029,railway damages for farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609041,Tariff Board report on binder twine,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609045,loan for heavy water purchase,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609047,interest free cash advances for farmers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609049,western grain farmer policy and payments,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609070,farmer wheat advance default,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609084,referral of interest rates to finance committee,Economy & Public Finance,0.25,,
2609204,federal-provincial land and water pollution regulation,Constitutional & Intergovernmental Relations,0.0,,
2609228,order of business,Parliamentary Procedure,0.75,,
2609243,Normandy landing anniversary ceremonies,Defence & National Security,0.25,,
2609246,war veterans pension increases,Social Policy,0.0,,
2609248,Woods Committee report on disability pensions,Social Policy,0.0,,
2609250,Woods Committee report on Pension Act,Social Policy,0.25,,
2609252,veterans affairs and Woods Committee report,Social Policy,0.25,,
2609255,question of privilege regarding press conference,Parliamentary Procedure,0.75,,
2609257,ministerial reporting to parliament,Parliamentary Procedure,0.75,,
2609262,ministerial statements and house attendance,Parliamentary Procedure,0.5,,
2609281,Woods report and veterans affairs committee,Social Policy,0.25,,
2609283,veterans affairs and War Veterans Allowance Act,Social Policy,0.25,,
2609284,committee consideration of veterans affairs estimates,Social Policy,0.25,,
2609286,Veterans Affairs Committee report procedure,Parliamentary Procedure,0.5,,
2609294,Royal Canadian Legion analysis of Pension Commission statement,Social Policy,0.0,,
2609351,report stage bill amendment procedure,Parliamentary Procedure,0.75,,
2609352,parliamentary procedure on amendments,Parliamentary Procedure,0.75,,
2609356,amendment to bill procedure,Parliamentary Procedure,0.75,,
2609357,amendments to official languages bill,Government & Electoral Affairs,0.25,,
2609358,commissioner's powers and accountability,Government & Electoral Affairs,0.25,,
2609360,commissioner's reports on official languages,Government & Electoral Affairs,0.5,,
2609380,official languages act amendment on minority languages,Government & Electoral Affairs,0.25,,
2609382,Ukrainian-Canadian cultural preservation,Government & Electoral Affairs,0.25,,
2609384,correction of previous statements,Parliamentary Procedure,0.75,,
2609393,impartiality of chairmen press release,Parliamentary Procedure,0.75,,
2609395,chairman exceeded committee authority,Parliamentary Procedure,0.75,,
2609404,committee consideration of chairman responsibility,Parliamentary Procedure,0.75,,
2609411,Canadian foreign minister's tour of Nordic countries,Trade & Foreign Affairs,0.0,,
2609420,minister's trip to Scandinavia,Trade & Foreign Affairs,0.25,,
2609422,minister's foreign policy and diplomatic conduct,Trade & Foreign Affairs,0.25,,
2609429,Canadian defence policy and force structure,Defence & National Security,0.1,,
2609446,ministerial statements and debate,Parliamentary Procedure,0.75,,
2609449,appointments to Prices and Incomes Commission,Economy & Public Finance,0.0,,
2609468,revision of subsidiary legislation,Parliamentary Procedure,0.0,,
2609474,Canada's Latin American mission,Trade & Foreign Affairs,0.0,,
2609479,Post Office Department statistics,Government & Electoral Affairs,0.0,,
2609482,"importation of educational, scientific and cultural materials",Trade & Foreign Affairs,0.0,,
2609485,R.C.M. Police use of chemical Mace,"Justice, Rights & Immigration",0.0,,
2609491,fisheries and forestry subsidies and support programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609494,recruitment of indigenous employees in department,"Justice, Rights & Immigration",0.0,,
2609497,Panarctic Oils Ltd. share allocation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609503,Indian representation on school boards,"Justice, Rights & Immigration",0.0,,
2609506,National Housing Act mobile home financing,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609518,Department of Veterans Affairs public relations division staff,Social Policy,0.0,,
2609543,research grants for mathematics,Social Policy,0.0,,
2609549,Customs and Excise revenue collections,Taxation,0.0,,
2609574,detente and NATO council discussions,Trade & Foreign Affairs,0.0,,
2609662,"labour dispute in Quebec, Labrador and Newfoundland","Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2609706,water pollution and resource management,Constitutional & Intergovernmental Relations,0.0,,
2609708,federal-provincial co-operation on water management,Constitutional & Intergovernmental Relations,0.1,,
2609717,river systems co-ordination and federal-provincial rights,Constitutional & Intergovernmental Relations,0.25,,
2609719,federal-provincial jurisdiction over water pollution,Constitutional & Intergovernmental Relations,0.25,,
2609783,mail delivery service at Courtenay,Government & Electoral Affairs,0.0,,
2609794,repeal of the Indian Act and transfer of land control,"Justice, Rights & Immigration",0.0,,
2609795,Indian policy and provincial responsibilities,"Justice, Rights & Immigration",0.25,,
2609798,referral of interest rates to finance committee,Economy & Public Finance,0.5,,
2609803,referral of private members bills to committee,Parliamentary Procedure,0.5,,
2609830,nuclear power plants and heavy water production,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609839,auto agreement price differential,Trade & Foreign Affairs,0.0,,
2609842,unemployment insurance for public servants,Social Policy,0.0,,
2609847,rural post office closures and costs,Government & Electoral Affairs,0.0,,
2609869,Canada's trade and cultural relations with China,Trade & Foreign Affairs,0.0,,
2609872,US military aircraft landing in Canada,Defence & National Security,0.0,,
2609877,expenditures on information sheets and publications,Government & Electoral Affairs,0.0,,
2609883,military pay and qualifications,Defence & National Security,0.0,,
2609886,supply of university teachers,Social Policy,0.0,,
2609895,poultry imports statistics,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2609918,Trans-Canada Highway costs and mileage,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610058,Iron Ore Company labour dispute,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610160,notice for Canadair employees laid off,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610174,Biafran daylight flight conditions,Trade & Foreign Affairs,0.0,,
2610207,National Housing Act and urban development,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610211,urban renewal and low-income housing programs,Social Policy,0.0,,
2610217,urban renewal and citizen participation,Social Policy,0.1,,
2610227,CMHC housing programs and funding,Social Policy,0.0,,
2610228,federal leadership on urban problems,Social Policy,0.25,,
2610232,urban renewal and housing policy,Social Policy,0.25,,
2610312,security service within the RCMP,"Justice, Rights & Immigration",0.0,,
2610313,royal commission on security report,"Justice, Rights & Immigration",0.25,,
2610469,order of business and time allocation,Parliamentary Procedure,0.75,,
2610476,procedure for debating bill amendments,Parliamentary Procedure,0.75,,
2610488,Regional Development Incentives Act,Economy & Public Finance,0.1,,
2610492,regional industrial development incentives,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610496,Regional Development Incentives Act,Economy & Public Finance,0.25,,
2610503,adjournment debate topics,Parliamentary Procedure,0.75,,
2610603,assistance for industry in underdeveloped areas,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610619,amendments to Atlantic Regional Freight Assistance Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610621,transportation assistance for Labrador,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610636,transportation assistance in Labrador,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610640,freight rates and subsidies for Labrador iron ore,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610685,amendment to manpower training requirements,Social Policy,0.25,,
2610691,guaranteed income supplement legislation anomalies,Social Policy,0.0,,
2610694,pleasure craft customs reporting procedures,Trade & Foreign Affairs,0.25,,
2610697,Toronto sandspit airport proposals,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610702,anticipation of a motion,Parliamentary Procedure,0.75,,
2610703,anticipation of order paper business,Parliamentary Procedure,0.75,,
2610705,parliamentary procedure on anticipation,Parliamentary Procedure,0.75,,
2610716,Canada-United States Committee on Trade and Economic Affairs meeting,Trade & Foreign Affairs,0.1,,
2610719,Canada-U.S. ministerial meeting outcomes,Trade & Foreign Affairs,0.25,,
2610724,Standing Order 15(3) statements,Parliamentary Procedure,0.75,,
2610853,automobile agreement export production,Trade & Foreign Affairs,0.25,,
2610928,notice of layoffs and company obligations,Economy & Public Finance,0.25,,
2610940,regional development employment incentives,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610957,incentives for regional employment opportunities,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2610958,disposition on voice vote,Parliamentary Procedure,0.75,,
2610960,amendments to employment incentives act,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610961,incentives for regional employment opportunities,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2610971,amendment to employment opportunities act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2611043,foreign ownership of investment firms,Economy & Public Finance,0.25,,
2611050,time allocation and committee procedure,Parliamentary Procedure,0.75,,
2611052,parliamentary procedure on anticipation,Parliamentary Procedure,0.75,,
2611062,anticipating a motion,Parliamentary Procedure,0.75,,
2611068,parliamentary procedure on anticipation,Parliamentary Procedure,0.75,,
2611069,parliamentary rules on anticipation,Parliamentary Procedure,0.75,,
2611077,certificates of identity for stateless persons,"Justice, Rights & Immigration",0.0,,
2611086,Ottawa airport bridge construction and funding,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611101,marketing of Canadian wheat,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
