basepk,chunk_index,topic,category,procedural_score,error_x,error_y
2627039,0,list of acting ministers by department,Government Operations & Ethics,0.75,,
2627039,1,ministerial responsibilities by department,Government Operations & Ethics,0.75,,
2627047,0,inquiry about order paper question,Parliamentary Affairs,0.25,,
2627132,0,deferment applications under Canada Labour (Standards) Code,Parliamentary Affairs,0.25,,
2627204,0,statement on inflation and voluntary restraint,Economic & Fiscal Policy,0.25,,
2627208,0,Prices and Incomes Commission investigations,Economic & Fiscal Policy,0.0,,
2627238,0,investigation of whitefish kill in Kootenay Lake,Agriculture & Natural Resources,0.0,,
2627255,0,fuel oil price increases and farm production costs,Economic & Fiscal Policy,0.25,,
2627258,0,inflation containment policies,Economic & Fiscal Policy,0.0,,
2627259,0,prosecution under Combines Investigation Act,"Justice, Rights & Immigration",0.0,,
2627282,0,federal-provincial conference on inflation,Intergovernmental & Constitutional Affairs,0.0,,
2627345,0,air departure tax,Economic & Fiscal Policy,0.0,,
2627345,1,tax on air transport facilities,Economic & Fiscal Policy,0.0,,
2627345,2,departure tax on air transport facilities,Economic & Fiscal Policy,0.0,,
2627345,3,excise tax on airline tickets,Economic & Fiscal Policy,0.0,,
2627367,0,airline tax payers surveys,Economic & Fiscal Policy,0.25,,
2627367,1,excise tax burden on isolated communities,Economic & Fiscal Policy,0.0,,
2627367,2,impact of proposed tax legislation,Economic & Fiscal Policy,0.0,,
2627383,0,taxation of transportation,Economic & Fiscal Policy,0.0,,
2627383,1,air transport rates and excise tax,Economic & Fiscal Policy,0.0,,
2627383,2,taxation of air transportation users,Economic & Fiscal Policy,0.0,,
2627383,3,taxation of government personnel fares,Economic & Fiscal Policy,0.0,,
2627383,4,air facilities use and taxation,Economic & Fiscal Policy,0.0,,
2627383,5,airport charges and excise tax,Economic & Fiscal Policy,0.0,,
2627387,0,air passenger vs freighter runway maintenance costs,Economic & Fiscal Policy,0.25,,
2627393,0,air travellers flow in Canada,Trade & Industry,0.0,,
2627415,0,ad valorem tax on June budget bill,Economic & Fiscal Policy,0.25,,
2627421,0,Royal Assent to bills,Parliamentary Affairs,0.75,,
2627465,0,CYC activity reports,Government Operations & Ethics,0.0,,
2627466,0,RCMP receipt of seized documents,Government Operations & Ethics,0.0,,
2627516,0,dangerous toy taken off market,"Justice, Rights & Immigration",0.25,,
2627522,0,ministerial requests on price increases,Economic & Fiscal Policy,0.25,,
2627526,0,loan to Quebec government,Intergovernmental & Constitutional Affairs,0.0,,
2627545,0,investigation of nickel price collusion,Trade & Industry,0.0,,
2627580,0,housing allowances for Canadians,Social Policy,0.0,,
2627590,0,order of business for tax white paper and CNR financing,Parliamentary Affairs,0.5,,
2627590,1,order of business for upcoming week,Parliamentary Affairs,0.75,,
2627597,0,relief for Nigeria-Biafra starvation,Foreign Affairs & Defence,0.0,,
2627730,0,Biafran representative and British artillery shipment,Foreign Affairs & Defence,0.25,,
2627730,1,arms shipment from Great Britain,Foreign Affairs & Defence,0.25,,
2627738,0,OAU resolution on Nigeria,Foreign Affairs & Defence,0.25,,
2627738,1,appeal for Nigerian crisis resolution,Foreign Affairs & Defence,0.25,,
2627750,0,Canadian contributions to alleviate tragic situation,Foreign Affairs & Defence,0.0,,
2627750,1,Canadian government's role in Biafran relief,Foreign Affairs & Defence,0.0,,
2627776,0,Canadian government financial aid for night flights to Biafra,Foreign Affairs & Defence,0.0,,
2627776,1,Canadian aid to Nigeria,Foreign Affairs & Defence,0.0,,
2627776,2,daylight relief flights to Nigeria,Foreign Affairs & Defence,0.0,,
2627776,3,alleged conspiracy to aid Biafrans,Foreign Affairs & Defence,0.0,,
2627776,4,allegations of deception by British and Nigerian governments,Foreign Affairs & Defence,0.5,,
2627776,5,Nigerian government allegations,Foreign Affairs & Defence,0.0,,
2627799,0,Nigeria relief efforts and ICRC coordination,Foreign Affairs & Defence,0.0,,
2627799,1,relief delivery arrangements and political advantage,Foreign Affairs & Defence,0.0,,
2627820,0,government share of employee medicare premiums,Social Policy,0.0,,
2627820,1,government cost sharing for employee medical benefits,Social Policy,0.0,,
2627820,2,government contributions to health insurance premiums,Social Policy,0.0,,
2627821,0,public servants pay and benefits,Government Operations & Ethics,0.25,,
2627821,1,medicare plan benefits for government employees,Social Policy,0.0,,
2627842,0,railway-Saskatchewan meeting,Intergovernmental & Constitutional Affairs,0.25,,
2627872,0,CYC activities and RCMP investigation,Government Operations & Ethics,0.0,,
2628047,0,clearing existing surpluses by payment,Economic & Fiscal Policy,0.0,,
2628047,1,corporate taxation and revaluation,Economic & Fiscal Policy,0.0,,
2628049,0,taxation proposals and revenue,Economic & Fiscal Policy,0.0,,
2628049,1,income tax exemption levels,Economic & Fiscal Policy,0.0,,
2628074,0,appreciation tax on widely held corporations,Economic & Fiscal Policy,0.0,,
2628074,1,capital gains tax on shares,Economic & Fiscal Policy,0.0,,
2628129,0,amendments and committee reporting dates,Parliamentary Affairs,0.75,,
2628132,0,unanimous consent for private members' business,Parliamentary Affairs,0.75,,
2628134,0,adjournment of the house,Parliamentary Affairs,0.75,,
2628149,0,tabling of letter by Prime Minister,Parliamentary Affairs,0.25,,
2628203,0,CBC violent programming policy,Government Operations & Ethics,0.0,,
2628224,0,public service pay rates and collective bargaining,Government Operations & Ethics,0.0,,
2628224,1,rates of pay by geographic location,Government Operations & Ethics,0.0,,
2628224,2,pay comparability Canadian Armed Forces Public Service,Government Operations & Ethics,0.0,,
2628230,0,government policy on Indians,Indigenous & Northern Affairs,0.0,,
2628230,1,Indian policy statement clarifications,Indigenous & Northern Affairs,0.0,,
2628230,2,federal government and Indian people's resources,Indigenous & Northern Affairs,0.1,,
2628230,3,Indian self-government and land control,Indigenous & Northern Affairs,0.0,,
2628230,4,Indian land control and legislation,Indigenous & Northern Affairs,0.0,,
2628230,5,Indian policy and treaty review,Indigenous & Northern Affairs,0.0,,
2628230,6,Indian policy proposals and dialogue,Indigenous & Northern Affairs,0.0,,
2628230,7,Indian Act policy proposals and distrust,Indigenous & Northern Affairs,0.0,,
2628230,8,Indian treaty rights and land entitlement,Indigenous & Northern Affairs,0.0,,
2628230,9,Indian land control and protection,Indigenous & Northern Affairs,0.0,,
2628230,10,Indian land cottage site leases,Indigenous & Northern Affairs,0.0,,
2628230,11,Indian affairs and discrimination,Indigenous & Northern Affairs,0.0,,
2628236,0,post office closures in Cardigan,Government Operations & Ethics,0.0,,
2628259,0,Inco strike settlement,Trade & Industry,0.0,,
2628287,0,federal conciliator for grain workers,Trade & Industry,0.25,,
2628409,0,toy car with sulphuric acid battery,Trade & Industry,0.0,,
2628426,0,federal contributions to hospital dispute settlement,Social Policy,0.0,,
2628449,0,white paper on taxation,Economic & Fiscal Policy,0.0,,
2628449,1,tax reform white paper,Economic & Fiscal Policy,0.25,,
2628449,2,government expenditure and tax burden,Economic & Fiscal Policy,0.0,,
2628454,0,taxation reform white paper impact,Economic & Fiscal Policy,0.0,,
2628454,1,taxation of small business profits,Economic & Fiscal Policy,0.0,,
2628454,2,capital gains tax on farmers and ranchers,Economic & Fiscal Policy,0.0,,
2628470,0,taxation of co-operatives in white paper,Economic & Fiscal Policy,0.0,,
2628470,1,taxation of co-operatives and credit unions,Economic & Fiscal Policy,0.0,,
2628470,2,taxation of co-operatives,Economic & Fiscal Policy,0.0,,
2628470,3,history of Saskatchewan agriculture and co-operatives,Agriculture & Natural Resources,0.0,,
2628470,4,co-operative grain handling facilities reorganization,Agriculture & Natural Resources,0.0,,
2628470,5,co-operative capital for farmers,Agriculture & Natural Resources,0.0,,
2628470,6,farm machinery prices and co-operative action,Agriculture & Natural Resources,0.0,,
2628470,7,role of co-operatives in Canadian agriculture,Agriculture & Natural Resources,0.0,,
2628470,8,Canadian ownership of oil refining capacity,Trade & Industry,0.0,,
2628470,9,taxation policy for co-operatives,Economic & Fiscal Policy,0.0,,
2628470,10,co-operatives and farmer financing,Economic & Fiscal Policy,0.0,,
2628470,11,co-operative grain handling for western farmers,Agriculture & Natural Resources,0.0,,
2628470,12,taxation of farmers' capital gains,Economic & Fiscal Policy,0.0,,
2628510,0,income tax exemptions and middle income groups,Economic & Fiscal Policy,0.0,,
2628510,1,income tax exemptions and middle-income burden,Economic & Fiscal Policy,0.0,,
2628589,0,Constitutional Conference agenda,Intergovernmental & Constitutional Affairs,0.25,,
2628618,0,Canada-US relations on ABM decision,Foreign Affairs & Defence,0.25,,
2628655,0,wheat board policy on quotas,Agriculture & Natural Resources,0.0,,
2628660,0,terminal elevator renovations and use,Agriculture & Natural Resources,0.0,,
2628661,0,operation of grain terminal,Agriculture & Natural Resources,0.0,,
2628675,0,elevator renovation for storage use,Agriculture & Natural Resources,0.25,,
2628704,0,Quebec loan and Bank of Canada services,Economic & Fiscal Policy,0.25,,
2628747,0,nickel price increase and its effects,Trade & Industry,0.0,,
2628963,0,Prince Edward Island jail facilities financial assistance,Government Operations & Ethics,0.0,,
2628973,0,bank profits and interest rate regulation,Economic & Fiscal Policy,0.5,,
2629027,0,task force on educational broadcasting report,Government Operations & Ethics,0.0,,
2629155,0,NATO nuclear strategy committee membership,Foreign Affairs & Defence,0.25,,
2629166,0,federal-provincial meeting on fiscal matters,Intergovernmental & Constitutional Affairs,0.25,,
2629167,0,rising living costs and provincial legislation,Economic & Fiscal Policy,0.25,,
2629204,0,search and rescue facilities,Government Operations & Ethics,0.0,,
2629232,0,compulsory licences under Patent Act,"Justice, Rights & Immigration",0.25,,
2629256,0,order and decorum in the house,Parliamentary Affairs,0.75,,
2629327,0,referral of report to committee,Parliamentary Affairs,0.5,,
2629328,0,ministerial responsibility for health and welfare,Social Policy,0.25,,
2629366,0,UK interests and Canadian relations,Foreign Affairs & Defence,0.0,,
2629375,0,tabling of documents for committee,Parliamentary Affairs,0.5,,
2629376,0,publication of mortality statistics,Social Policy,0.0,,
2629393,0,CRTC decision on cablevision applications,Government Operations & Ethics,0.25,,
2629402,0,CRTC decision on US stations,Government Operations & Ethics,0.25,,
2629427,0,regional economic expansion in Sherbrooke,Economic & Fiscal Policy,0.0,,
2629453,0,committee membership and party allegiance,Parliamentary Affairs,0.5,,
2629560,0,CNR deficit and Newfoundland's deal with Canada,Intergovernmental & Constitutional Affairs,0.25,,
2629560,1,federal-provincial relations and national unity,Intergovernmental & Constitutional Affairs,0.25,,
2629584,0,sanitary facilities at Fort Langley railway station,Government Operations & Ethics,0.0,,
2629594,0,Vancouver deep sea pier service lease,Trade & Industry,0.0,,
2629594,1,Vancouver piers operation and privatization,Trade & Industry,0.0,,
2629594,2,Vancouver harbour piers and wharves,Trade & Industry,0.0,,
2629594,3,leasing of Vancouver harbour piers,Trade & Industry,0.0,,
2629594,4,Harbours Board revenue and expenditure,Government Operations & Ethics,0.0,,
2629594,5,leasing of public enterprise to private enterprise,Government Operations & Ethics,0.25,,
2629611,0,nickel supply for Canadian manufacturing,Trade & Industry,0.0,,
2629611,1,two-price system for nickel,Trade & Industry,0.0,,
2629611,2,encouraging secondary manufacturing in Canada,Trade & Industry,0.0,,
2629720,0,St. Lawrence Seaway tolls and grain exports,Trade & Industry,0.0,,
2629795,0,INCO strike and Phillips Company position,Trade & Industry,0.0,,
2629840,0,support for western Canada causes,Economic & Fiscal Policy,0.25,,
2629840,1,acreage payments for western farmers,Agriculture & Natural Resources,0.0,,
2629846,0,western Canada assistance,Economic & Fiscal Policy,0.25,,
2629846,1,grain storage and transportation,Agriculture & Natural Resources,0.0,,
2629846,2,western canada wheat storage facilities,Agriculture & Natural Resources,0.0,,
2629899,0,question of privilege,Parliamentary Affairs,0.75,,
2629902,0,crop insurance program,Agriculture & Natural Resources,0.0,,
2629902,1,crop insurance and disaster assistance,Agriculture & Natural Resources,0.0,,
2629902,2,crop insurance programs and grain crop payments,Agriculture & Natural Resources,0.0,,
2629902,3,crop insurance and government task forces,Agriculture & Natural Resources,0.25,,
2629912,0,provisional payment for grain producers,Agriculture & Natural Resources,0.0,,
2629921,0,provisional payment for threshed grain,Agriculture & Natural Resources,0.0,,
2629924,0,cash advance repayment dates for producers,Agriculture & Natural Resources,0.0,,
2630068,0,nuclear weapons consultation and political decision,Foreign Affairs & Defence,0.0,,
2630206,0,ministerial attendance at conference,Government Operations & Ethics,0.25,,
2630213,0,parliamentary committee on urban problems,Parliamentary Affairs,0.25,,
2630213,1,ministerial comments on parliamentary role,Parliamentary Affairs,0.25,,
2630213,2,government performance and public disappointment,Government Operations & Ethics,0.25,,
2630213,3,government policy on cities and the poor,Social Policy,0.25,,
2630213,4,federal role in urban problems,Social Policy,0.0,,
2630213,5,federal government role in urban matters,Social Policy,0.0,,
2630213,6,federal role in urban planning,Social Policy,0.0,,
2630213,7,federal involvement in cities,Social Policy,0.0,,
2630213,8,federal role in urban problems,Social Policy,0.0,,
2630213,9,federal government role in urban affairs,Social Policy,0.0,,
2630225,0,standing committee on urban affairs,Parliamentary Affairs,0.25,,
2630225,1,Central Mortgage and Housing Corporation estimates,Social Policy,0.0,,
2630273,0,urban development and housing committee,Social Policy,0.0,,
2630273,1,ministerial responsibility for housing,Social Policy,0.0,,
2630273,2,government bankruptcy of ideas on urban affairs,Government Operations & Ethics,0.5,,
2630273,3,urban problems and government inaction,Social Policy,0.1,,
2630330,0,parliamentary committee discussion of urban problems,Parliamentary Affairs,0.25,,
2630340,0,sales tax on building materials,Economic & Fiscal Policy,0.0,,
2630340,1,urban renewal and housing policy,Social Policy,0.0,,
2630340,2,urban renewal schemes,Social Policy,0.25,,
2630340,3,housing and infrastructure promises,Social Policy,0.0,,
2630342,0,urban problems and poverty,Social Policy,0.0,,
2630342,1,understanding urban environment and its problems,Social Policy,0.0,,
2630342,2,urbanization process and socio-economic development,Social Policy,0.0,,
2630342,3,urban systems and federal government response,Social Policy,0.0,,
2630342,4,urban renewal and public housing policies,Social Policy,0.0,,
2630342,5,urban planning and housing policy,Social Policy,0.0,,
2630342,6,urban renewal program and housing costs,Social Policy,0.25,,
2630342,7,housing and provincial discussions,Social Policy,0.0,,
2630404,0,air traffic controllers strike,Government Operations & Ethics,0.0,,
2630410,0,CP telegraph service cessation,Trade & Industry,0.0,,
2630415,0,dairy program to reduce surplus production,Agriculture & Natural Resources,0.0,,
2630433,0,national student loan repayment system,Social Policy,0.0,,
2630469,0,salmon fishery regulations,Agriculture & Natural Resources,0.25,,
2630551,0,CRTC microwave broadcasting decision,Trade & Industry,0.25,,
2630567,0,retroactive pay for public servants,Social Policy,0.0,,
2630618,0,distribution of wealth and resources,Economic & Fiscal Policy,0.0,,
2630618,1,social welfare and economic insolvency,Social Policy,0.0,,
2630618,2,state financing and banking system,Economic & Fiscal Policy,0.0,,
2630618,3,origin and mystery of money and credit,Economic & Fiscal Policy,0.0,,
2630624,0,Social Credit theory and monetary questions,Economic & Fiscal Policy,0.25,,
2630624,1,provincial spending and taxing powers,Intergovernmental & Constitutional Affairs,0.0,,
2630624,2,monetary reform and national dividend,Economic & Fiscal Policy,0.0,,
2630624,3,dividend distribution for Canadian citizens,Economic & Fiscal Policy,0.0,,
2630624,4,federal government financial system reform,Economic & Fiscal Policy,0.0,,
2630624,5,bank lending practices and interest rates,Economic & Fiscal Policy,0.0,,
2630624,6,American influence on Canadian economy,Trade & Industry,0.0,,
2630624,7,Manitoba's natural resource development and US investment,Trade & Industry,0.0,,
2630624,8,provincial borrowing for hydro projects,Economic & Fiscal Policy,0.25,,
2630630,0,Bank of Canada financing of public sector,Economic & Fiscal Policy,0.25,,
2630630,1,Canadian dollar circulation and international value,Economic & Fiscal Policy,0.0,,
2630630,2,Bank of Canada financing for public sector,Economic & Fiscal Policy,0.0,,
2630630,3,Canadian financial system and decentralization,Economic & Fiscal Policy,0.25,,
2630630,4,Bank of Canada and economic security,Economic & Fiscal Policy,0.1,,
2630630,5,taxation of income groups,Economic & Fiscal Policy,0.0,,
2630630,6,fiscal and monetary policies,Economic & Fiscal Policy,0.25,,
2630715,0,ruling on a motion of privilege,Parliamentary Affairs,0.75,,
2630752,0,federal public building in Bridgewater,Government Operations & Ethics,0.0,,
2630784,0,Eldorado Nuclear Limited mineral exploration,Agriculture & Natural Resources,0.0,,
2630802,0,diplomatic corps postal convention,Foreign Affairs & Defence,0.0,,
2630802,1,diplomatic mail privileges for Canadian Embassies,Foreign Affairs & Defence,0.0,,
2630954,0,inflation control measures,Economic & Fiscal Policy,0.0,,
2630990,0,referral of Indian Act to Supreme Court,Indigenous & Northern Affairs,0.25,,
2631062,0,cost of government programs to taxpayers,Economic & Fiscal Policy,0.25,,
2631151,0,order of business,Parliamentary Affairs,0.75,,
2631179,0,railway application representations,Parliamentary Affairs,0.25,,
2631179,1,CNR and Air Canada applications to CTC,Trade & Industry,0.0,,
2631180,0,discontinuance of passenger rail service,Trade & Industry,0.0,,
2631216,0,parliamentary rights and tabling of documents,Parliamentary Affairs,0.75,,
2631233,0,preparation of ministerial meetings,Government Operations & Ethics,0.0,,
2631266,0,federal government benefits and taxation,Economic & Fiscal Policy,0.0,,
2631283,0,Viet Nam atrocities,Foreign Affairs & Defence,0.0,,
2631283,1,war crimes and civilian atrocities,Foreign Affairs & Defence,0.0,,
2631283,2,US inquiry into My Lai massacre,Foreign Affairs & Defence,0.0,,
2631283,3,Nixon on My Lai massacre investigation,Foreign Affairs & Defence,0.0,,
2631318,0,trade agreements and crude oil supply,Trade & Industry,0.0,,
2631359,0,income maintenance for displaced workers,Social Policy,0.0,,
2631373,0,over-quota delivery privileges for wheat,Agriculture & Natural Resources,0.0,,
2631421,0,third reading amendment to increase tax,Economic & Fiscal Policy,0.5,,
2631421,1,taxation and public revenue,Economic & Fiscal Policy,0.0,,
2631421,2,parliamentary rules on taxation,Parliamentary Affairs,0.5,,
2631421,3,May's treatise on parliamentary procedure,Parliamentary Affairs,0.25,,
2631421,4,royal initiative in taxation,Economic & Fiscal Policy,0.0,,
2631421,5,taxation formula and amendments,Economic & Fiscal Policy,0.25,,
2631422,0,procedural point on Canadian National Railways bill,Parliamentary Affairs,0.75,,
2631422,1,amendment acceptability and form,Parliamentary Affairs,0.5,,
2631422,2,air transportation tax amendment,Economic & Fiscal Policy,0.25,,
2631422,3,amendment irregularity ruling,Parliamentary Affairs,0.75,,
2631422,4,private member's taxation amendment to government bill,Economic & Fiscal Policy,0.25,,
2631422,5,parliamentary practice on tax proposals,Parliamentary Affairs,0.25,,
2631422,6,royal initiative in taxation,Economic & Fiscal Policy,0.0,,
2631422,7,amendments to ways and means motions,Parliamentary Affairs,0.5,,
2631422,8,excise tax on air transportation,Economic & Fiscal Policy,0.25,,
2631422,9,amendments to tax legislation,Economic & Fiscal Policy,0.25,,
2631422,10,amendment procedural ruling on taxation,Parliamentary Affairs,0.75,,
2631424,0,order of business,Parliamentary Affairs,0.75,,
2631431,0,amendment to bill C-155,Parliamentary Affairs,0.5,,
2631458,0,extension of 3 per cent surtax,Economic & Fiscal Policy,0.25,,
2631458,1,economic stabilization and surtaxes,Economic & Fiscal Policy,0.0,,
2631458,2,unemployment and inflation,Economic & Fiscal Policy,0.0,,
2631458,3,income tax white paper proposals,Economic & Fiscal Policy,0.25,,
2631458,4,tax changes and election timing,Economic & Fiscal Policy,0.25,,
2631458,5,renewal of legislation,Parliamentary Affairs,0.25,,
2631458,6,budgetary proposal and taxation white paper,Economic & Fiscal Policy,0.25,,
2631470,0,correspondence on Electric Reduction Company plant,Agriculture & Natural Resources,0.25,,
2631470,1,correspondence on pollution and Electric Reduction Company,Agriculture & Natural Resources,0.25,,
2631470,2,Long Harbour Tragedy pollution,Agriculture & Natural Resources,0.0,,
2631470,3,pollution from Electric Reduction Company plant,Agriculture & Natural Resources,0.0,,
2631470,4,fisheries department waste disposal prediction inadequacy,Agriculture & Natural Resources,0.1,,
2631470,5,fisheries pollution in Placentia Bay,Agriculture & Natural Resources,0.0,,
2631470,6,Long Harbour pollution tragedy,Agriculture & Natural Resources,0.25,,
2631528,0,Speaker's suggestions on adjournment,Parliamentary Affairs,0.75,,
2631586,0,Prime Minister's statements,Parliamentary Affairs,0.25,,
2631645,0,retroactive pay for public servants,Social Policy,0.0,,
2631696,0,Royal Commission on subversive activities,"Justice, Rights & Immigration",0.0,,
2631715,0,premiers' conference on constitution,Intergovernmental & Constitutional Affairs,0.25,,
2631766,0,federal charters and provincial companies,Trade & Industry,0.0,,
2631766,1,trust companies capitalization restrictions,Trade & Industry,0.0,,
2631766,2,regulations for trust company subsidiaries abroad,Trade & Industry,0.0,,
2631766,3,regulation of banking and quasi banking institutions,Trade & Industry,0.0,,
2631775,0,trust company powers and restrictions,Trade & Industry,0.0,,
2631775,1,personal loans and real estate investment limits,Economic & Fiscal Policy,0.0,,
2631775,2,mobilizing savings for housing and other purposes,Economic & Fiscal Policy,0.0,,
2631775,3,housing industry and trust companies,Economic & Fiscal Policy,0.0,,
2631801,0,violence at picket lines and the law,"Justice, Rights & Immigration",0.0,,
2631820,0,compensation for injured veterans,Social Policy,0.0,,
2631831,0,peaceful picketing and bill C-16,"Justice, Rights & Immigration",0.25,,
2631831,1,rights of workers during a strike,"Justice, Rights & Immigration",0.25,,
2631929,0,Prices and Incomes Commission estimates,Economic & Fiscal Policy,0.0,,
2631936,0,Canada Pension Plan design and benefits,Social Policy,0.0,,
2631971,0,statues of former prime ministers,Government Operations & Ethics,0.0,,
2631991,0,freight assistance on grain shipments,Agriculture & Natural Resources,0.0,,
2632065,0,National Film Board lay-offs,Government Operations & Ethics,0.25,,
2632144,0,financial assistance for Canadian Ski Patrol,Social Policy,0.0,,
2632199,0,Company of Young Canadians Act amendments,Government Operations & Ethics,0.25,,
2632199,1,financial comptroller appointment time limit,Government Operations & Ethics,0.25,,
2632199,2,ministerial consultation and co-operation,Government Operations & Ethics,0.25,,
2632199,3,CYC philosophy and financial control,Government Operations & Ethics,0.25,,
2632199,4,resurrecting the Canada Youth Company,Government Operations & Ethics,0.25,,
2632199,5,CYC credibility and government protection,Government Operations & Ethics,0.25,,
2632261,0,interim financial administrator powers,Government Operations & Ethics,0.25,,
2632261,1,youth involvement in election campaigns,Government Operations & Ethics,0.0,,
2632261,2,Canada Youth Corps programs and powers,Government Operations & Ethics,0.0,,
2632261,3,youth involvement and communal experimentation,Government Operations & Ethics,0.25,,
2632261,4,communal experiment and CYC activity,Government Operations & Ethics,0.25,,
2632261,5,charges of violence and subversion,"Justice, Rights & Immigration",0.25,,
2632261,6,Company of Young Canadians council,Government Operations & Ethics,0.0,,
2632267,0,Canadian Youth Centre policy,Government Operations & Ethics,0.25,,
2632291,0,financial comptroller's takeover time,Government Operations & Ethics,0.5,,
2632305,0,experiment in living and unemployment,Social Policy,0.0,,
2632305,1,Toronto Youth Project funding,Social Policy,0.0,,
2632305,2,CYC venturesome projects and establishment rules,Government Operations & Ethics,0.0,,
2632331,0,National Film Board charging for archive films,Government Operations & Ethics,0.0,,
2632331,1,National Film Board film lending charges,Government Operations & Ethics,0.25,,
2632331,2,film material charges by minister,Government Operations & Ethics,0.25,,
2632331,3,National Film Board recognition,Government Operations & Ethics,0.0,,
2632331,4,National Film Board and native people,Indigenous & Northern Affairs,0.25,,
2632336,0,Fairey of Canada plant closure,Trade & Industry,0.25,,
2632336,1,Fairey Aviation plant closure,Trade & Industry,0.0,,
2632336,2,economic effects of defence expenditures,Foreign Affairs & Defence,0.0,,
2632336,3,closure of defence industry plant,Trade & Industry,0.0,,
2632336,4,defence spending and regional economic impact,Foreign Affairs & Defence,0.0,,
2632336,5,defence spending and job losses,Foreign Affairs & Defence,0.0,,
2632336,6,retraining and relocation program for employees,Social Policy,0.0,,
2632459,0,postal rates and department staff,Government Operations & Ethics,0.0,,
2632501,0,Leader of the Opposition staff changes,Parliamentary Affairs,0.75,,
2632532,0,Jay Treaty and Indian border crossing privileges,Indigenous & Northern Affairs,0.0,,
2632535,0,border harassment of Indian people,Indigenous & Northern Affairs,0.25,,
2632540,0,Wheat Board quotas,Agriculture & Natural Resources,0.0,,
2632546,0,water boundaries and UN attention,Intergovernmental & Constitutional Affairs,0.25,,
2632685,0,water pollution control,Agriculture & Natural Resources,0.0,,
2632685,1,municipal sewage treatment funding,Social Policy,0.0,,
2632710,0,committee amendment discussion,Parliamentary Affairs,0.75,,
2632718,0,Company of Young Canadians Act amendment,Government Operations & Ethics,0.5,,
2632724,0,order of business on clause 1,Parliamentary Affairs,0.75,,
2632768,0,dissolution of Company of Young Canadians,Government Operations & Ethics,0.25,,
2632843,0,Canadian National Railways expansion to Mackenzie Delta,Trade & Industry,0.0,,
2632857,0,investigation of US tourist fish harvests,Agriculture & Natural Resources,0.0,,
2632876,0,St. Lawrence Seaway wage and salary increases,Trade & Industry,0.0,,
2632876,1,salary and wage increases for St. Lawrence Seaway employees,Trade & Industry,0.0,,
2632876,2,St. Lawrence Seaway Authority employee salary increases,Trade & Industry,0.0,,
2632935,0,diplomatic immunity invoked for criminal charges,"Justice, Rights & Immigration",0.0,,
2632940,0,Royal Commission on Bilingualism and Biculturalism costs and appointments,Government Operations & Ethics,0.0,,
2632963,0,negotiations with union,Parliamentary Affairs,0.5,,
2632968,0,debate on urgent matter,Parliamentary Affairs,0.75,,
2633035,0,Canadian companies and US regulatory agencies,Trade & Industry,0.25,,
2633043,0,air traffic controllers hours of work,Parliamentary Affairs,0.25,,
2633047,0,negotiations with treasury board,Parliamentary Affairs,0.25,,
2633136,0,revision of Combines Investigation Act,Trade & Industry,0.0,,
2633148,0,community antenna television policy,Trade & Industry,0.0,,
2633187,0,Nigeria and food aid to Biafra,Foreign Affairs & Defence,0.0,,
2633267,0,taxation and government surplus,Economic & Fiscal Policy,0.0,,
2633275,0,order in the house,Parliamentary Affairs,0.75,,
2633301,0,private member's bill on currency effigies,Economic & Fiscal Policy,0.25,,
2633301,1,private members' bills procedure,Parliamentary Affairs,0.5,,
2633341,0,private members' bills procedure,Parliamentary Affairs,0.75,,
2633341,1,review of Standing Orders on Private Members' Public Bills,Parliamentary Affairs,0.25,,
2633370,0,integrated energy policy,Agriculture & Natural Resources,0.25,,
2633404,0,clarification of minister's position,Parliamentary Affairs,0.25,,
2633409,0,drilling permits in Georgia Strait,Agriculture & Natural Resources,0.25,,
2633458,0,Crown Attorney's advice on appeal,"Justice, Rights & Immigration",0.25,,
2633470,0,interim increase in old age security pension,Social Policy,0.25,,
2633516,0,Algoma Steel takeover details,Trade & Industry,0.0,,
2633551,0,impact of surplus on money market and interest rates,Economic & Fiscal Policy,0.0,,
2633559,0,3 per cent surtax necessity,Economic & Fiscal Policy,0.25,,
2633559,1,justification for surtax collection,Economic & Fiscal Policy,0.25,,
2633599,0,civil servants' right to privacy and free thought,Government Operations & Ethics,0.0,,
2633599,1,confidentiality of civil service policy advice,Government Operations & Ethics,0.0,,
2633599,2,civil service confidentiality and policy making,Government Operations & Ethics,0.25,,
2633617,0,tax reform and budget proposals,Economic & Fiscal Policy,0.0,,
2633627,0,surtax for economic stabilization,Economic & Fiscal Policy,0.0,,
2633627,1,economic conditions and government policy,Economic & Fiscal Policy,0.25,,
2633627,2,government revenue and fiscal year surplus,Economic & Fiscal Policy,0.0,,
2633627,3,delay third reading of Bill C-139,Parliamentary Affairs,0.75,,
2633669,0,government white paper analysis,Economic & Fiscal Policy,0.25,,
2633669,1,tax reform and equity,Economic & Fiscal Policy,0.0,,
2633669,2,tax free allowance for Members of Parliament,Economic & Fiscal Policy,0.0,,
2633669,3,conflict of interest for members of parliament,Government Operations & Ethics,0.25,,
2633669,4,taxation of mining and oil industries,Economic & Fiscal Policy,0.0,,
2633669,5,distribution of profits from natural resources and banks,Economic & Fiscal Policy,0.0,,
2633669,6,tax burden on middle-income group,Economic & Fiscal Policy,0.0,,
2633669,7,taxation reform and guaranteed annual income,Economic & Fiscal Policy,0.0,,
2633669,8,taxation proposals favouring extractive industries,Economic & Fiscal Policy,0.0,,
